,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
89384,2020-sp,PSYC,396,"Emotion, Cognition & The Brain",14,17,3,3,3,1,2,0,1,0,0,0,0,0,"Dolcos, Florin"
60312,2020-sp,PSYC,396,The Attentive Mind,16,5,1,2,2,0,3,0,0,0,0,0,0,0,"Lleras Buetti, Simona"
34737,2020-sp,PSYC,445,Cognitive Neuroscience Lab,6,7,10,9,4,0,1,0,0,0,0,0,0,0,"Sadaghiani, Sepideh"
61710,2020-sp,PSYC,496,Programming and Data Sci w R,8,10,1,3,0,0,0,0,0,0,0,0,0,0,"Adhimoolam, Babu"
34421,2020-sp,PSYC,496,IntroCounselingParaprofessProg,1,20,2,1,0,0,0,0,0,0,0,0,0,0,"Barnum, Emily L"
62275,2020-sp,PSYC,496,Schizotypy & Schizophrenia,0,21,3,0,4,0,2,3,0,0,0,0,0,0,"Kwapil, Thomas R"
90130,2020-sp,RST,199,Technology in Modern Society,22,27,12,4,6,9,1,5,5,1,2,0,4,0,"Morris, Lynn B"
94186,2020-sp,RST,480,Orientation to Practicum,0,42,10,8,5,0,0,1,0,0,0,0,0,0,"Kaczorowski, John N"
83530,2020-sp,SBC,505,Consumer Insights II,16,11,10,5,0,0,1,0,0,0,0,0,1,0,"Duff, Brittany"
37841,2020-sp,SHS,375,Comm Partners & Health,17,1,0,1,0,0,0,1,0,0,0,0,2,0,"Kirchner, Abbigail C"
87254,2020-sp,SHS,533,Advanced Language Diagnostics,1,28,0,0,0,0,0,1,0,0,0,0,0,0,"Channell, Marie M"
83853,2020-sp,SHS,571,Clinical Sociolinguistics,1,9,5,3,4,0,0,0,0,0,0,0,0,0,"Hengst, Julie A"
13914,2020-sp,SHS,593,Stuttering Workshop,4,21,2,2,0,0,0,0,0,0,0,0,0,0,"Zebrowski, Patricia"
31026,2020-sp,SOC,196,Issues in Sociology,2,6,7,3,2,0,2,0,3,0,0,1,3,0,"Clarke, Caitlin L"
57182,2020-sp,SOC,274,"Health, Illness and Society",13,2,1,0,3,0,2,1,2,0,0,0,0,0,"Clarke, Caitlin L"
78114,2020-sp,SOC,396,Topics in Sociology,4,16,5,0,0,1,0,0,0,0,0,0,0,0,"Redstone, Ilana"
71497,2020-sp,SOCW,225,Intro Stat for Social Work,4,13,5,1,3,1,0,2,0,0,0,0,1,0,"Garthe, Rachel C"
29686,2020-sp,SOCW,461,Prof Practice Seminar I,0,18,0,1,1,0,0,1,0,0,0,0,0,0,"Munoz-Najar, Julie L"
19477,2020-sp,SOCW,470,Field Prac & Prof Seminar II,0,14,7,2,0,0,0,0,0,0,0,0,0,0,"Munoz-Najar, Julie L"
68908,2020-sp,SPED,438,Collaborating with Families,0,32,0,0,1,0,0,0,0,0,0,0,0,0,"Hacker, Rebecca E"
62544,2020-sp,SPED,447,Curriculum Development II,0,27,0,0,2,0,0,0,0,0,0,0,0,0,"Wolowiec-Fisher, Kimberly"
51091,2020-sp,STAT,424,Analysis of Variance,8,11,7,3,4,2,0,0,1,0,0,0,0,0,"Park, Trevor H"
56000,2020-sp,STAT,430,Multivariate Analysis Data Sci,19,20,7,3,3,2,1,0,0,1,0,0,0,0,"Douglas, Jeffrey A"
33994,2020-sp,STAT,511,Mathematical Statistics II,4,22,5,2,0,0,0,0,0,0,0,0,0,0,"Li, Xinran"
48724,2020-sp,STAT,525,Computational Statistics,2,47,3,1,1,0,0,0,0,0,0,0,0,0,"Chen, Yuguo"
17778,2020-sp,TAM,252,Solid Mechanics Design,7,14,5,4,5,0,0,3,0,0,0,0,0,0,"Johnson, Blake E"
42758,2020-sp,TE,466,High-Tech Venture Marketing,0,19,3,1,0,0,0,0,0,0,0,0,0,0,"Gill, Shahbaz"
75764,2020-sp,THEA,103,Survey of Theatre Production,0,6,5,6,1,3,4,1,2,0,0,1,0,0,"Ciofalo, Terry A"
29782,2020-sp,TRST,415,Machine Translation,13,10,3,0,4,0,0,0,0,0,0,0,0,0,"Schwartz, Lane O"
47995,2020-sp,TSM,363,Fluid Power Systems,1,8,0,3,3,0,1,1,0,1,0,3,0,0,"Grift, Tony E"
54433,2020-sp,UP,205,Ecology & Env Sustainability,0,19,10,8,11,3,1,1,0,0,0,0,0,0,"Schneider, Daniel W"
26260,2020-sp,UP,438,Disasters and Urban Planning,2,8,11,6,1,0,0,0,0,0,0,0,0,0,"Sarmiento, Hugo"
64236,2020-sp,UP,456,Watershed Planning Workshop,1,13,3,0,4,1,0,0,0,0,0,0,0,0,"Schneider, Daniel W"
39312,2020-sp,UP,475,Real Estate Dev. Fundamentals,0,23,0,1,0,1,0,1,0,0,0,0,0,0,"Allred, Dustin"
88943,2020-sp,UP,505,Urban and Regional Analysis,6,5,8,5,3,1,0,0,1,0,0,0,0,0,"Doussard, Marc J"
99850,2020-sp,UP,511,Law and Planning,9,17,7,4,1,1,0,0,0,0,0,0,0,0,"Hooker, Joseph E"
54600,2020-su,BADM,551,Managing Intellectual Property,18,29,3,0,0,0,0,0,0,0,0,0,1,0,"Bradley, Joe A"
87314,2020-su,BADM,590,Human Resource Management,2,19,3,1,1,0,0,0,0,0,0,0,1,0,"Lamare, James R"
90155,2020-su,CEE,469,Wood Structures,4,11,8,1,0,2,1,0,0,0,0,0,0,0,"Gurfinkel, German"
43065,2020-su,CS,498,Data Visualiztion,226,169,30,18,12,4,2,3,0,3,0,0,9,0,"Hart, John C"
46912,2020-su,ECON,504,Time Series Analysis in Econ,5,11,4,3,2,0,0,0,0,0,0,0,0,0,"Agiakloglou, Christos"
37012,2020-su,EOL,548,Poli & Cultural Context of Ed,0,19,0,2,2,0,0,0,0,0,0,0,0,0,"Mason, Terrence C"
33660,2020-su,EOL,580,"Rurality, Ed Access, Attain",0,31,0,0,1,0,0,0,0,0,0,0,0,0,"Rockey, Marci"
47247,2020-su,EPS,405,Historical & Social Barriers,0,170,1,2,2,1,0,0,0,0,0,0,0,4,"Pak, Yoon K"
12766,2020-su,EPS,590,Qualitative Methods,0,22,1,0,1,0,0,0,0,0,0,0,0,0,"Kang, Hyun-Sook"
46746,2020-su,FIN,580,Corporate Finance I and II,25,92,58,46,36,12,3,4,1,0,1,0,1,0,"Almeida, Heitor"
35065,2020-su,FR,101,Elementary French I,6,4,6,0,3,1,0,1,1,0,0,0,2,3,"Clay, Amy L"
63711,2020-su,HIST,164,The Automobile,0,5,8,5,3,0,0,0,1,0,0,0,1,0,"Jones, Douglas R"
13846,2020-su,IS,507,Intr to Bibliographic Metadata,14,4,4,1,1,0,0,0,0,0,0,0,0,0,"Choi, Inkyung"
94594,2020-su,IS,580,Rare Book and Spec Colls,0,20,0,0,1,0,0,0,0,0,0,0,0,0,"Vincler, John M"
30762,2020-su,JAPN,201,Elementary Japanese I,2,6,5,2,1,0,0,1,2,0,0,0,2,0,"Nagata, Tsutomu"
41397,2020-su,MBA,563,DataToolkit:BusDataMod&PredAna,116,200,173,40,10,0,0,0,0,0,0,0,2,0,"Seshadri, Sridhar"
28953,2020-su,SHS,579,Prof/Eth/Legal Issues AuD/SLP,14,25,1,0,1,0,0,0,0,0,0,0,0,0,"Hannah, Deidre M"
47275,2020-su,SOCW,501,SW Practice with Groups,9,4,5,0,2,1,0,0,0,0,0,1,0,0,"Cintron, Valerie"
21219,2020-su,SPAN,102,Elementary Spanish II,4,4,2,3,1,3,1,0,1,1,0,0,2,0,"Waters, Melanie J"
97031,2019-fa,AAS,287,Food and Asian Americans,27,29,3,5,2,0,0,0,0,0,0,0,2,0,"Sharif, Lila A"
73539,2019-fa,AAS,370,"Immigration, Law, and Rights",0,3,4,6,7,4,2,1,1,1,0,0,0,0,"Paik, Angela N"
21556,2019-fa,ABE,223,ABE Principles: Machine Syst,2,21,2,4,5,3,2,2,0,0,1,1,0,0,"Grift, Tony E"
66756,2019-fa,ABE,498,Eng Design for Solar SmartHome,8,23,8,2,0,0,0,0,0,0,0,0,0,0,"Wang, Xinlei"
77775,2019-fa,ACE,100,Agr Cons and Resource Econ,1,4,6,1,6,5,1,2,0,0,0,2,0,0,"Gundersen, Lisa C"
48162,2019-fa,ACE,398,Intermediate App Micro Theory,1,40,3,6,7,2,1,1,0,1,0,0,1,0,"Parthum, Bryan M"
35829,2019-fa,ACE,398,App Stat Mthds & Data Anlytcs1,2,4,8,3,4,1,0,1,0,0,0,1,0,0,"Ellison, Brenna"
46389,2019-fa,ACE,445,Intermediate Personal Fin Plan,2,24,0,0,2,1,0,5,0,0,0,0,0,1,"Lemoine, Craig"
20898,2019-fa,ACE,562,Applied Regression Models I,2,12,4,3,4,0,0,1,0,0,0,0,0,0,"Crost, Benjamin"
28176,2019-fa,ACE,564,Applied Regression Models II,0,17,3,2,1,1,0,1,0,0,0,0,0,0,"Crost, Benjamin"
95808,2019-fa,ACE,592,Law and Regulation,0,8,1,1,8,2,0,2,0,0,0,0,0,0,"Endres, A B"
68885,2019-fa,ACES,199,Learning HowTo Learn Boot Camp,7,7,2,1,3,0,1,3,0,1,0,2,2,0,"Schmidt, Shelly J"
88608,2019-fa,AE,199,Computer Aided Design,0,13,9,6,1,0,3,1,0,0,1,0,1,0,"Woodard, Brian S"
71951,2019-fa,AE,483,UAV Navigation and Control,11,65,14,7,4,0,1,0,0,0,0,0,1,1,"Bretl, Timothy W"
56263,2019-fa,AFRO,378,Race and Revolutions,0,17,6,1,2,0,0,0,0,0,2,0,0,0,"Hogarth, Rana"
24682,2019-fa,AGCM,110,Intro to Ag and Env Comm,0,20,4,2,2,0,2,3,0,0,0,0,0,0,"Cupps-Miller, Heather A"
12236,2019-fa,AGED,340,Leadership Ethics & Pluralism,7,2,7,4,1,1,0,0,1,1,0,0,1,0,"Collins, Jasmine D"
50513,2019-fa,AGED,499,Begin Agri Teachers Seminar,11,2,15,1,1,1,0,0,0,0,0,0,0,0,"Korte, Debra S"
84739,2019-fa,AGED,550,Advanced Program Delivery,0,10,5,2,2,2,0,1,0,0,0,0,0,0,"Taylor, Amanda D"
69264,2019-fa,AGED,551,Advanced Program Evaluation,10,4,2,1,3,2,0,0,0,0,0,0,0,0,"Taylor, Amanda D"
50954,2019-fa,ANSC,199,BBQ SCIENCE,0,14,0,4,4,0,1,0,0,0,0,0,0,0,"Klehm, Brandon J"
69468,2019-fa,ANSC,420,Ruminant Nutrition,1,6,1,5,6,0,0,4,1,0,0,1,0,0,"Drackley, James K"
95045,2019-fa,ANSC,499,Southern African Wildlife I,11,10,6,6,4,2,1,1,0,0,0,0,1,0,"Roca, Alfred L"
39335,2019-fa,ANTH,104,Talking Culture,8,8,2,3,0,0,0,0,0,0,0,1,0,0,"Kramer, Elise A"
70274,2019-fa,ANTH,375,The Culture of Nature,0,4,15,5,5,0,0,0,0,0,0,0,0,0,"Desmond, Jane"
65408,2019-fa,ANTH,441,Human Genetics,3,8,7,3,0,1,0,1,0,0,0,0,0,0,"Yarlagadda, Karthik"
58028,2019-fa,ARCH,451,Theory & Design Steel & Timber,14,15,9,11,10,5,2,0,2,1,2,1,5,0,"Aminmansour, Abbas"
50478,2019-fa,ARCH,476,Arch Design & Exploration,2,6,4,4,2,2,3,1,0,0,0,0,0,0,"Folch, Marc"
89075,2019-fa,ARTD,225,Design Drawing,1,9,9,1,1,0,0,0,0,0,0,0,0,0,"Raheel, Salman"
54819,2019-fa,ARTD,301,Industrial Design III,0,2,11,2,6,0,0,0,0,0,0,0,0,0,"Kendall, James W"
64857,2019-fa,ARTD,371,Graphic Design Practicum,1,12,7,3,2,2,0,0,0,0,0,0,0,0,"Benson, Eric"
37307,2019-fa,ARTE,202,Facilitating Art Experience,11,4,5,0,0,0,0,1,0,0,0,0,0,0,"Hernandez, Catalina"
39137,2019-fa,ARTH,360,Women and the Visual Arts,0,3,5,9,3,1,1,1,0,0,0,0,0,0,"Rosenthal, Lisa"
45483,2019-fa,ATMS,201,General Physical Meteorology,2,4,6,4,2,2,0,1,1,0,0,0,0,0,"Choate, Jessica J"
52807,2019-fa,ATMS,301,Atmospheric Thermodynamics,5,5,6,1,5,1,3,0,0,0,0,0,0,0,"Jewett, Brian F"
36126,2019-fa,ATMS,303,Synoptic-Dynamic Wea Analysis,3,3,3,1,3,2,3,3,3,0,0,0,1,0,"Frame, Jeffrey"
87173,2019-fa,ATMS,322,Soc Impacts Weather & Climate,12,10,1,2,0,1,2,0,0,1,0,1,2,0,"Pettijohn, Justin C"
60391,2019-fa,BADM,559,Enterprise IT Governance,2,37,0,0,2,0,0,0,0,0,0,0,0,0,"Shaw, Michael J"
93535,2019-fa,BADM,583,Business in the EU,0,17,3,0,0,0,1,0,0,0,1,0,0,0,"Martinez, Candace A"
40086,2019-fa,BADM,586,Intl Comparative Management,26,12,4,2,2,0,0,0,0,0,0,0,0,0,"Girndt-Clougher, Tina"
79358,2019-fa,BADM,590,Frontiers in Business,0,41,3,0,1,0,0,0,0,0,0,0,0,0,"Noonan, James R"
94142,2019-fa,BADM,593,Mktg Insights Using Survey Res,4,19,13,6,5,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
73866,2019-fa,CEE,398,Project Based Learning in CEE,0,10,15,6,2,0,0,2,0,0,0,0,0,0,"Roesler, Jeffery R"
56839,2019-fa,CEE,432,Stream Ecology,9,5,10,8,4,1,0,1,1,0,0,0,0,0,"Tinoco Lopez, Rafael Omar"
88360,2019-fa,CEE,450,Surface Hydrology,5,12,7,5,0,0,0,0,0,0,0,0,1,1,"Kumar, Praveen"
91854,2019-fa,CEE,457,Groundwater,0,9,1,2,6,4,0,0,0,0,0,0,0,0,"Valocchi, Albert J"
29072,2019-fa,CEE,458,Water Resources Field Methods,7,14,0,0,0,0,0,1,0,0,0,0,0,0,"Schmidt, Arthur R"
98694,2019-fa,CEE,512,Logistics Systems Analysis,2,11,5,9,2,1,3,2,0,0,0,0,0,0,"Ouyang, Yanfeng"
82875,2019-fa,CEE,524,Construction Law,0,25,12,4,0,2,0,0,0,0,0,0,0,0,"Stark, Timothy D"
40569,2019-fa,CEE,598,Globalization of Water,2,16,3,2,1,0,0,1,0,0,0,0,0,0,"Konar, Megan"
48653,2019-fa,CHEM,483,Solid State Structural Anlys,1,12,5,5,8,0,0,0,0,0,0,0,0,0,"Girolami, Gregory S"
15277,2019-fa,CHLH,199,Campus Acq Rape Educ (CARE),9,9,3,1,0,1,1,0,0,0,0,0,0,0,"Kolisetty, Jaya L"
69653,2019-fa,CI,541,Learning in Science,0,21,3,0,1,1,0,0,0,0,0,0,0,0,"Shehab, Saadeddine"
83158,2019-fa,CLCV,131,"Classical Archaeology, Greece",1,12,1,2,5,1,2,1,0,0,0,0,3,0,"Kaufman, Brett S"
24618,2019-fa,CLCV,222,Intro to Greek & Roman Theater,3,6,3,2,5,2,0,1,0,0,0,0,2,0,"Traill, Ariana"
78033,2019-fa,CLCV,240,Sex & Gender in Antiquity,0,13,7,5,12,8,3,1,2,0,1,0,1,0,"Williams, Craig A"
24730,2019-fa,CMN,111,Oral & Written Comm I,0,17,0,0,1,1,0,1,1,0,0,0,0,0,"Tscholl, Gabriela"
52269,2019-fa,CMN,275,"Media, Money and Power",4,4,6,2,4,5,2,2,0,0,0,0,0,0,"McChesney, Robert W"
91133,2019-fa,CMN,377,Propaganda and Modern Society,0,4,5,5,4,4,1,1,3,1,0,0,0,0,"Stole, Inger L"
76973,2019-fa,CMN,396,Photography and Public Life,0,10,7,5,3,2,2,1,0,1,0,0,2,0,"Finnegan, Cara A"
31535,2019-fa,CMN,396,Media Communication,0,6,2,5,3,0,1,3,1,1,1,1,2,0,"Jackson, Sally A"
43479,2019-fa,CMN,464,Health Communication Campaigns,0,8,9,1,4,4,2,1,2,0,0,0,0,1,"Bigman-Galimore, Cabral A"
15134,2019-fa,CMN,595,Cultural Consid in Hlthcare,9,10,2,0,2,0,0,0,0,0,0,1,1,0,"Guntzviller, Lisa"
94582,2019-fa,CPSC,213,Evolution in Action,1,22,0,0,4,0,0,10,0,0,1,0,7,0,"Rayburn, A L"
92372,2019-fa,CPSC,414,Forage Crops and Pasture Eco,17,4,0,3,1,0,0,1,0,0,0,0,0,0,"Villamil, Maria B"
82473,2019-fa,CS,420,Parallel Progrmg: Sci & Engrg,4,10,0,7,9,0,0,1,0,0,0,0,0,0,"Padua, David A"
66130,2019-fa,CS,426,Compiler Construction,1,10,8,6,2,2,0,1,0,0,0,0,0,1,"Adve, Vikram S"
90150,2019-fa,CS,498,Applied Cryptography,8,5,4,1,1,1,1,1,0,0,1,0,1,1,"Miller, Andrew E"
42496,2019-fa,CS,598,Adversarial Machine Learning,0,19,5,1,0,0,0,0,0,0,0,0,0,0,"Li, Bo"
84115,2019-fa,CS,598,Consensus Algorithms,9,6,4,8,0,0,0,0,0,0,0,0,0,0,"Ren, Ling"
77662,2019-fa,DANC,167,Beginning Ballet Tech Elect,0,1,3,3,5,4,3,0,3,0,0,0,0,0,"Taylor, Endalyn M"
60023,2019-fa,EALC,240,Chinese Civilization,3,8,3,3,5,3,0,0,0,0,0,0,0,0,"Cai, Zong-Qi"
14681,2019-fa,EALC,398,CHIN Language Processing,11,6,4,2,1,1,0,0,0,0,0,0,0,0,"Shih, Chilin"
89023,2019-fa,ECE,304,Photonic Devices,6,2,1,4,4,2,1,1,0,0,0,0,0,0,"Choquette, Kent D"
67920,2019-fa,ECE,343,Electronic Circuits Laboratory,1,16,3,1,0,0,1,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
14836,2019-fa,ECE,395,Advanced Digital Projects Lab,17,6,6,0,2,0,0,0,0,0,0,0,1,0,"Haken, Lippold"
45146,2019-fa,ECE,517,Nonlinear & Adaptive Control,0,14,9,1,0,0,0,0,0,0,0,0,0,0,"Liberzon, Daniel M"
65414,2019-fa,ECE,540,Computational Electromagnetics,10,9,6,0,1,0,0,0,0,0,0,0,0,0,"Jin, Jianming"
47891,2019-fa,ECE,551,Digital Signal Processing II,6,18,2,1,3,4,0,1,0,0,0,0,0,0,"Yarkony, Elad"
99993,2019-fa,ECE,564,Modern Light Microscopy,7,12,4,0,3,0,0,0,0,0,0,0,0,0,"Popescu, Gabriel"
96963,2019-fa,ECE,598,Deep Learning in Hardware,3,3,7,6,1,0,1,1,0,0,0,0,1,1,"Shanbhag, Naresh R"
90599,2019-fa,ECE,598,Learning-Based Robotics,0,20,5,4,1,0,0,0,0,0,0,0,0,1,"Gupta, Saurabh"
82924,2019-fa,ECE,598,2D Material Electr & Photonics,5,5,5,3,3,0,0,0,0,0,0,0,0,0,"Zhu, Wenjuan"
45630,2019-fa,ECON,451,Program Eval in Dev Econ,10,4,15,3,3,2,0,0,0,0,0,1,0,0,"Thornton, Rebecca L"
40346,2019-fa,ECON,490,Econ of Organizations,4,13,2,2,8,0,0,0,1,1,0,0,1,0,"Arvan, Lanny"
42065,2019-fa,ECON,590,Third-Year Paper Seminar,2,7,9,2,2,0,0,0,0,0,0,0,0,0,"Deltas, George"
96184,2019-fa,ENG,177,Inspiring Interacting Informng,10,11,0,3,0,0,0,1,0,0,0,1,1,0,"Witmer, Ann-Perry"
65373,2019-fa,ENG,177,Grand Challenges,0,44,5,1,0,0,0,0,0,0,0,0,2,0,"Bradley, Joe A"
95048,2019-fa,ENG,177,IEFX Projects 1,1,30,11,1,5,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
98675,2019-fa,ENG,177,IEFX Projects 2,0,21,6,1,0,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
96709,2019-fa,ENG,177,Strategies for Intl Developmnt,2,16,1,0,2,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry"
25235,2019-fa,ENGL,120,"Unsung Heroines, Year of Women",3,12,4,2,2,0,0,0,0,0,0,0,0,0,"Baron, Iryce W"
83645,2019-fa,ENGL,122,Middle Ages in Popular Culture,1,5,7,6,2,1,0,0,0,0,0,0,0,1,"Basu, Anustup"
10824,2019-fa,ENGL,247,The British Novel,1,9,9,5,0,0,0,0,0,0,0,0,0,0,"Baron, Iryce W"
28935,2019-fa,ENGL,253,Topics in Lit and New Media,1,8,2,8,3,0,0,0,0,0,0,0,2,0,"Byrd, Jodi"
75034,2019-fa,ENGL,301,How to Interpret Literature,0,20,3,4,1,2,0,0,0,0,0,0,0,0,"Parker, Robert D"
57318,2019-fa,ENGL,350,21stCentury African-Amer Lit,0,11,3,4,1,0,0,1,0,0,1,0,3,0,"Hudek, Barry A"
13099,2019-fa,ENGL,350,After the Apocalypse!,1,13,5,2,1,0,0,0,0,0,1,0,1,0,"Littlefield, Melissa M"
94731,2019-fa,ENGL,373,Crime Films,1,1,2,3,4,2,3,3,1,0,0,0,1,0,"Camargo, Sandra"
42289,2019-fa,ENGL,407,Introduction to Old English,0,12,2,1,2,1,0,2,0,0,0,0,1,0,"Trilling, Renee"
44131,2019-fa,ENGL,455,Weird Writers,0,10,5,5,1,0,0,0,1,0,0,0,0,0,"Loughran, Patricia"
49430,2019-fa,ENGL,481,Composition Theory & Practice,10,6,6,2,1,1,0,0,0,0,0,0,0,0,"Russell, Lindsay R"
17927,2019-fa,EOL,542,Leading Learning-Centrd Schls,0,13,7,1,0,0,0,0,0,0,0,0,0,0,"Roegman, Rachel"
18631,2019-fa,EPS,412,Critical Thinking in Ed,0,11,4,4,1,1,0,0,0,0,0,0,0,0,"Burbules, Nicholas C"
89815,2019-fa,EPS,533,Global Youth & Citizenship,16,31,7,2,2,1,0,1,0,0,1,0,0,0,"Rahman, Fauzia S"
10752,2019-fa,EPS,538,Globalization of Higher Ed,0,25,2,0,0,0,0,0,0,0,0,2,0,1,"Witt, Mary A"
41349,2019-fa,ESE,100,Sustainable Earth,0,3,6,6,3,3,0,1,1,0,0,0,1,0,"Tomkin, Jonathan H"
68709,2019-fa,FIN,444,Urban Real Estate Valuation,2,17,11,2,1,0,0,0,0,0,0,0,0,0,"Sianis, Sofia G"
51047,2019-fa,FIN,447,Real Estate Development,11,53,0,1,0,0,0,0,0,0,0,0,0,0,"Cannaday, Roger E"
85154,2019-fa,FIN,530,Foundations in Risk Management,0,38,1,1,0,0,1,0,0,0,0,0,0,0,"McChristian, Lynne P"
56347,2019-fa,FIN,541,Real Estate Fundamentals,2,14,10,6,0,0,0,0,0,0,0,0,0,0,"Sianis, Sofia G"
51597,2019-fa,FIN,580,Big Data Analytics,0,7,9,10,1,1,0,0,0,0,0,0,0,0,"Molitor, David"
41233,2019-fa,FIN,580,Financial Statements,1,9,5,4,4,1,0,2,0,0,0,0,0,0,"Zhang, Li"
50543,2019-fa,FIN,580,Quantitative Methods I,10,7,2,0,3,0,1,3,0,0,0,0,0,0,"Yang, Xi"
14830,2019-fa,FIN,580,Quantitative Methods II,11,35,8,0,5,0,0,0,1,0,0,0,0,0,"Yang, Xi"
94697,2019-fa,FIN,580,Quantitative Methods,8,16,13,0,9,0,0,3,0,0,0,0,0,0,"Yang, Xi"
88791,2019-fa,FIN,580,Wealth Management,0,22,4,0,1,2,0,0,0,0,0,0,0,0,"Brown, Darwin F"
29797,2019-fa,FSHN,101,Intro Food Science & Nutrition,23,122,0,33,26,21,13,10,10,7,0,4,11,2,"Bohn, Dawn M"
93791,2019-fa,FSHN,125,Intro to Human Nutrition,0,24,0,0,2,0,0,0,0,0,1,0,0,1,"Burkhalter, Toni M"
10149,2019-fa,FSHN,450,Dietetics: Professional Issues,31,6,1,0,2,0,0,1,0,0,0,0,0,0,"Karduck, Justine M"
87927,2019-fa,FSHN,465,Principles of Food Technology,14,14,1,3,2,1,1,1,0,0,0,0,0,0,"Lee, Youngsoo"
98417,2019-fa,FSHN,466,Food Product Development,0,30,0,7,2,2,0,0,1,0,0,0,0,0,"Bohn, Dawn M"
72347,2019-fa,FSHN,519,Flavor Chemistry and Analysis,0,51,0,0,1,0,0,0,0,0,0,0,0,0,"Cadwallader, Keith R"
83734,2019-fa,GCL,143,Mapping Inequalities,14,4,1,0,2,1,0,2,0,0,0,0,0,0,"Pintar, Judith A"
94691,2019-fa,GCL,147,Racisms and Public Places,2,4,4,3,4,1,1,0,0,0,0,0,3,0,"Salo, Ken E"
81260,2019-fa,GCL,185,"Health, Wellness, & Black Exp",6,8,0,0,3,0,2,0,0,1,0,0,3,0,"Smith, Sharde"
86283,2019-fa,GCL,195,"Crime, Punishment, & Doc Film",0,15,5,0,0,1,0,0,0,0,0,0,0,0,"Johnson, Laurie R"
58904,2019-fa,GEOG,412,Geospatial Tech & Society,2,12,2,3,2,0,2,0,0,0,1,0,1,0,"Cidell, Julie L"
24978,2019-fa,GEOG,479,Spatial Computing & Modeling,3,18,2,1,0,0,0,0,0,0,0,0,0,0,"Wang, Shaowen"
17582,2019-fa,GEOG,570,Advanced Spatial Analysis,0,9,2,7,6,1,0,0,0,0,0,0,0,0,"McLafferty, Sara L"
10146,2019-fa,GLBL,220,Governance,6,15,5,0,0,0,0,0,0,0,0,0,1,0,"Schrag, David M"
25703,2019-fa,GLBL,296,Global Homelessness,0,22,3,1,0,0,0,0,0,0,0,0,0,0,"Fogelman, Charles J"
16160,2019-fa,GLBL,296,Pol of Belong: Nat/Pop in Euro,3,14,2,2,0,0,0,1,0,0,0,0,0,0,"Schrag, David M"
62778,2019-fa,GS,199,Intro to Engineering for PREP,0,24,0,0,0,0,0,1,0,0,0,1,0,0,"Holterman, Christopher J"
20830,2019-fa,HDFS,199,Grief & Loss,17,15,2,1,3,0,0,0,0,0,0,0,0,0,"Hurth, Emily S"
27336,2019-fa,HDFS,379,Learning Exp South Africa,0,55,0,0,1,0,0,0,0,0,0,0,0,1,"Brooks, Jan D"
22710,2019-fa,HIST,257,"Terrorism, Past and Present",2,1,5,3,8,5,2,6,3,0,0,0,1,0,"Lynn, John A"
31286,2019-fa,HIST,268,The Darwinian Revolution,0,2,5,6,5,1,1,0,0,0,0,0,1,0,"Sepkoski, David C"
83336,2019-fa,HIST,286,US Gender History Since 1877,3,12,5,3,6,2,8,3,0,1,0,0,0,0,"Reagan, Leslie J"
48226,2019-fa,HIST,310,Global Capitalism in History,10,6,7,2,1,1,0,0,1,0,0,0,0,0,"Khan, Tariq"
77306,2019-fa,HIST,338,Egypt Since World War I,0,3,6,3,3,7,2,0,0,0,0,0,0,0,"Cuno, Kenneth M"
78194,2019-fa,HIST,347,Protestant & Catholic Refs,0,5,5,3,7,1,2,1,0,0,0,0,0,1,"Koslofsky, Craig M"
53025,2019-fa,HIST,358,History Harvest,7,8,4,2,0,0,0,2,0,0,0,0,0,0,"Oberdeck, Kathryn J"
10421,2019-fa,IB,270,Evolution of Molecules & Cells,0,13,4,4,1,1,0,0,0,0,0,0,0,0,"Abolins-Abols, Mikus"
59434,2019-fa,IB,452,Ecosystem Ecology,2,11,13,5,4,2,3,1,0,0,0,0,2,0,"Yang, Wendy"
98170,2019-fa,IB,494,Theoretical Biology + Models,6,10,7,2,0,0,0,0,0,0,0,0,0,0,"O'Dwyer, James P"
26516,2019-fa,IE,410,Adv Stochastic Process & Appl,1,9,0,5,6,3,0,3,0,0,1,1,3,0,"Jacobson, Sheldon H"
12188,2019-fa,IE,412,OR Models for Mfg Systems,1,3,4,5,2,4,2,0,2,0,0,1,0,0,"King, Douglas M"
39917,2019-fa,IE,498,Online Learning,1,14,13,3,0,0,0,0,0,0,0,0,0,0,"Zhou, Yuan"
41870,2019-fa,IE,598,Machine Learning in Fin Lab,5,25,14,5,0,0,0,0,0,0,0,0,0,0,"Lane, Morton N"
22469,2019-fa,IS,555,Usability Engineering,7,11,3,2,0,1,0,0,0,0,0,0,0,0,"Bradley, Rachael L"
25671,2019-fa,IS,590,Grant Writing for Libraries,22,1,0,0,0,0,1,0,0,0,0,0,0,0,"Craig, Anne"
17947,2019-fa,IS,590,Data Str & Algorithms: Puzzles,0,14,3,0,5,1,0,1,0,0,0,0,0,0,"Weible, John D"
